1.000000 -0.000000
0.993844  0.000594
0.975528  0.002334
0.945503  0.005101
0.904508  0.008714
0.853553  0.012959
0.793893  0.017603
0.726995  0.022407
0.654508  0.027124
0.578217  0.031495
0.500000  0.035241
0.421783  0.038072
0.345492  0.039705
0.273005  0.039894
0.206107  0.038475
0.146447  0.035388
0.095492  0.030699
0.054497  0.024578
0.024472  0.017262
0.006156  0.009002
0.000000  0.000000
0.006156 -0.009002
0.024472 -0.017262
0.054497 -0.024578
0.095492 -0.030699
0.146447 -0.035388
0.206107 -0.038475
0.273005 -0.039894
0.345492 -0.039705
0.421783 -0.038072
0.500000 -0.035241
0.578217 -0.031495
0.654508 -0.027124
0.726995 -0.022407
0.793893 -0.017603
0.853553 -0.012959
0.904508 -0.008714
0.945503 -0.005101
0.975528 -0.002334
0.993844 -0.000594
1.000000  0.000000
